时间,合约,Funding Internal,Funding Rate,Funding Rate Daily
2018/4/23 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/4/23 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/4/24 4:00,XBTUSD,每天8小时,0.000212,0.000636
2018/4/24 12:00,XBTUSD,每天8小时,0.00013,0.00039
2018/4/24 20:00,XBTUSD,每天8小时,-7.00E-05,-0.00021
2018/4/25 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/4/25 12:00,XBTUSD,每天8小时,0.001111,0.003333
2018/4/25 20:00,XBTUSD,每天8小时,0.00375,0.01125
2018/4/26 4:00,XBTUSD,每天8小时,0.002831,0.008493
2018/4/26 12:00,XBTUSD,每天8小时,9.30E-05,0.000279
2018/4/26 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/4/27 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/4/27 12:00,XBTUSD,每天8小时,0.000371,0.001113
2018/4/27 20:00,XBTUSD,每天8小时,0.000741,0.002223
2018/4/28 4:00,XBTUSD,每天8小时,0.00071,0.00213
2018/4/28 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/4/28 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/4/29 4:00,XBTUSD,每天8小时,0.000801,0.002403
2018/4/29 12:00,XBTUSD,每天8小时,0.001323,0.003969
2018/4/29 20:00,XBTUSD,每天8小时,0.001708,0.005124
2018/4/30 4:00,XBTUSD,每天8小时,0.000262,0.000786
2018/4/30 12:00,XBTUSD,每天8小时,0.000249,0.000747
2018/4/30 20:00,XBTUSD,每天8小时,0.000584,0.001752
2018/5/1 4:00,XBTUSD,每天8小时,0.001178,0.003534
2018/5/1 12:00,XBTUSD,每天8小时,0.000568,0.001704
2018/5/1 20:00,XBTUSD,每天8小时,1.30E-05,3.90E-05
2018/5/2 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/2 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/2 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/3 4:00,XBTUSD,每天8小时,0.000987,0.002961
2018/5/3 12:00,XBTUSD,每天8小时,0.000811,0.002433
2018/5/3 20:00,XBTUSD,每天8小时,0.000695,0.002085
2018/5/4 4:00,XBTUSD,每天8小时,0.003084,0.009252
2018/5/4 12:00,XBTUSD,每天8小时,0.002449,0.007347
2018/5/4 20:00,XBTUSD,每天8小时,0.002747,0.008241
2018/5/5 4:00,XBTUSD,每天8小时,0.002073,0.006219
2018/5/5 12:00,XBTUSD,每天8小时,0.000761,0.002283
2018/5/5 20:00,XBTUSD,每天8小时,0.001719,0.005157
2018/5/6 4:00,XBTUSD,每天8小时,0.001624,0.004872
2018/5/6 12:00,XBTUSD,每天8小时,0.003149,0.009447
2018/5/6 20:00,XBTUSD,每天8小时,0.00375,0.01125
2018/5/7 4:00,XBTUSD,每天8小时,0.002474,0.007422
2018/5/7 12:00,XBTUSD,每天8小时,0.001481,0.004443
2018/5/7 20:00,XBTUSD,每天8小时,0.000574,0.001722
2018/5/8 4:00,XBTUSD,每天8小时,0.000305,0.000915
2018/5/8 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/8 20:00,XBTUSD,每天8小时,0.000228,0.000684
2018/5/9 4:00,XBTUSD,每天8小时,0.000466,0.001398
2018/5/9 12:00,XBTUSD,每天8小时,0.000906,0.002718
2018/5/9 20:00,XBTUSD,每天8小时,0.001061,0.003183
2018/5/10 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/10 12:00,XBTUSD,每天8小时,0.000421,0.001263
2018/5/10 20:00,XBTUSD,每天8小时,0.000417,0.001251
2018/5/11 4:00,XBTUSD,每天8小时,0.000377,0.001131
2018/5/11 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/11 20:00,XBTUSD,每天8小时,0.000137,0.000411
2018/5/12 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/12 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/12 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/13 4:00,XBTUSD,每天8小时,-0.000109,-0.000327
2018/5/13 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/13 20:00,XBTUSD,每天8小时,-0.000227,-0.000681
2018/5/14 4:00,XBTUSD,每天8小时,-0.000338,-0.001014
2018/5/14 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/14 20:00,XBTUSD,每天8小时,-0.000152,-0.000456
2018/5/15 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/15 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/15 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/16 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/16 12:00,XBTUSD,每天8小时,-0.000112,-0.000336
2018/5/16 20:00,XBTUSD,每天8小时,-0.000715,-0.002145
2018/5/17 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/17 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/17 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/18 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/18 12:00,XBTUSD,每天8小时,0.000533,0.001599
2018/5/18 20:00,XBTUSD,每天8小时,-6.90E-05,-0.000207
2018/5/19 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/19 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/19 20:00,XBTUSD,每天8小时,1.30E-05,3.90E-05
2018/5/20 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/20 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/20 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/21 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/21 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/21 20:00,XBTUSD,每天8小时,0.000126,0.000378
2018/5/22 4:00,XBTUSD,每天8小时,0.000773,0.002319
2018/5/22 12:00,XBTUSD,每天8小时,0.000248,0.000744
2018/5/22 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/23 4:00,XBTUSD,每天8小时,0.000766,0.002298
2018/5/23 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/23 20:00,XBTUSD,每天8小时,0.000147,0.000441
2018/5/24 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/24 12:00,XBTUSD,每天8小时,-0.000228,-0.000684
2018/5/24 20:00,XBTUSD,每天8小时,-0.000261,-0.000783
2018/5/25 4:00,XBTUSD,每天8小时,-0.000219,-0.000657
2018/5/25 12:00,XBTUSD,每天8小时,-0.00035,-0.00105
2018/5/25 20:00,XBTUSD,每天8小时,-0.000197,-0.000591
2018/5/26 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/26 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/26 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/27 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/27 12:00,XBTUSD,每天8小时,-0.000367,-0.001101
2018/5/27 20:00,XBTUSD,每天8小时,-0.00035,-0.00105
2018/5/28 4:00,XBTUSD,每天8小时,-0.000248,-0.000744
2018/5/28 12:00,XBTUSD,每天8小时,-0.000269,-0.000807
2018/5/28 20:00,XBTUSD,每天8小时,2.40E-05,7.20E-05
2018/5/29 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/29 12:00,XBTUSD,每天8小时,0.000177,0.000531
2018/5/29 20:00,XBTUSD,每天8小时,0.000456,0.001368
2018/5/30 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/30 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/30 20:00,XBTUSD,每天8小时,0.000162,0.000486
2018/5/31 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/5/31 12:00,XBTUSD,每天8小时,3.10E-05,9.30E-05
2018/5/31 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/1 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/1 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/1 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/2 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/2 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/2 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/3 4:00,XBTUSD,每天8小时,-1.50E-05,-4.50E-05
2018/6/3 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/3 20:00,XBTUSD,每天8小时,-0.000436,-0.001308
2018/6/4 4:00,XBTUSD,每天8小时,-0.000267,-0.000801
2018/6/4 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/4 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/5 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/5 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/5 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/6 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/6 12:00,XBTUSD,每天8小时,0.000486,0.001458
2018/6/6 20:00,XBTUSD,每天8小时,0.000227,0.000681
2018/6/7 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/7 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/7 20:00,XBTUSD,每天8小时,0.000371,0.001113
2018/6/8 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/8 12:00,XBTUSD,每天8小时,0.000201,0.000603
2018/6/8 20:00,XBTUSD,每天8小时,0.000209,0.000627
2018/6/9 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/9 12:00,XBTUSD,每天8小时,0.000311,0.000933
2018/6/9 20:00,XBTUSD,每天8小时,0.000356,0.001068
2018/6/10 4:00,XBTUSD,每天8小时,0.000793,0.002379
2018/6/10 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/10 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/11 4:00,XBTUSD,每天8小时,-0.000865,-0.002595
2018/6/11 12:00,XBTUSD,每天8小时,-0.001395,-0.004185
2018/6/11 20:00,XBTUSD,每天8小时,-0.001125,-0.003375
2018/6/12 4:00,XBTUSD,每天8小时,-5.30E-05,-0.000159
2018/6/12 12:00,XBTUSD,每天8小时,-0.00079,-0.00237
2018/6/12 20:00,XBTUSD,每天8小时,-0.000417,-0.001251
2018/6/13 4:00,XBTUSD,每天8小时,7.80E-05,0.000234
2018/6/13 12:00,XBTUSD,每天8小时,3.00E-06,9.00E-06
2018/6/13 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/14 4:00,XBTUSD,每天8小时,-5.70E-05,-0.000171
2018/6/14 12:00,XBTUSD,每天8小时,-0.000649,-0.001947
2018/6/14 20:00,XBTUSD,每天8小时,-0.00052,-0.00156
2018/6/15 4:00,XBTUSD,每天8小时,-0.000545,-0.001635
2018/6/15 12:00,XBTUSD,每天8小时,-0.000933,-0.002799
2018/6/15 20:00,XBTUSD,每天8小时,-0.000338,-0.001014
2018/6/16 4:00,XBTUSD,每天8小时,-0.000754,-0.002262
2018/6/16 12:00,XBTUSD,每天8小时,-0.000388,-0.001164
2018/6/16 20:00,XBTUSD,每天8小时,-0.000809,-0.002427
2018/6/17 4:00,XBTUSD,每天8小时,-0.000589,-0.001767
2018/6/17 12:00,XBTUSD,每天8小时,-0.000906,-0.002718
2018/6/17 20:00,XBTUSD,每天8小时,-0.001113,-0.003339
2018/6/18 4:00,XBTUSD,每天8小时,-0.000208,-0.000624
2018/6/18 12:00,XBTUSD,每天8小时,2.30E-05,6.90E-05
2018/6/18 20:00,XBTUSD,每天8小时,-4.70E-05,-0.000141
2018/6/19 4:00,XBTUSD,每天8小时,-0.000379,-0.001137
2018/6/19 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/19 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/20 4:00,XBTUSD,每天8小时,-0.000369,-0.001107
2018/6/20 12:00,XBTUSD,每天8小时,-0.000535,-0.001605
2018/6/20 20:00,XBTUSD,每天8小时,-0.00053,-0.00159
2018/6/21 4:00,XBTUSD,每天8小时,-0.000229,-0.000687
2018/6/21 12:00,XBTUSD,每天8小时,-0.00066,-0.00198
2018/6/21 20:00,XBTUSD,每天8小时,-0.000154,-0.000462
2018/6/22 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/22 12:00,XBTUSD,每天8小时,9.70E-05,0.000291
2018/6/22 20:00,XBTUSD,每天8小时,-0.00032,-0.00096
2018/6/23 4:00,XBTUSD,每天8小时,-0.001153,-0.003459
2018/6/23 12:00,XBTUSD,每天8小时,-0.002254,-0.006762
2018/6/23 20:00,XBTUSD,每天8小时,-0.002528,-0.007584
2018/6/24 4:00,XBTUSD,每天8小时,-0.00061,-0.00183
2018/6/24 12:00,XBTUSD,每天8小时,-0.000742,-0.002226
2018/6/24 20:00,XBTUSD,每天8小时,-0.002007,-0.006021
2018/6/25 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/25 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/25 20:00,XBTUSD,每天8小时,2.00E-05,6.00E-05
2018/6/26 4:00,XBTUSD,每天8小时,-0.000345,-0.001035
2018/6/26 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/26 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/27 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/27 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/27 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/28 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/28 12:00,XBTUSD,每天8小时,6.70E-05,0.000201
2018/6/28 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/29 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/29 12:00,XBTUSD,每天8小时,-0.000125,-0.000375
2018/6/29 20:00,XBTUSD,每天8小时,-6.90E-05,-0.000207
2018/6/30 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/30 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/6/30 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/1 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/1 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/1 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/2 4:00,XBTUSD,每天8小时,0.000117,0.000351
2018/7/2 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/2 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/3 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/3 12:00,XBTUSD,每天8小时,-5.50E-05,-0.000165
2018/7/3 20:00,XBTUSD,每天8小时,-0.000112,-0.000336
2018/7/4 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/4 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/4 20:00,XBTUSD,每天8小时,7.50E-05,0.000225
2018/7/5 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/5 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/5 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/6 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/6 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/6 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/7 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/7 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/7 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/8 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/8 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/8 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/9 4:00,XBTUSD,每天8小时,-9.20E-05,-0.000276
2018/7/9 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/9 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/10 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/10 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/10 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/11 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/11 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/11 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/12 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/12 12:00,XBTUSD,每天8小时,-0.000324,-0.000972
2018/7/12 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/13 4:00,XBTUSD,每天8小时,6.60E-05,0.000198
2018/7/13 12:00,XBTUSD,每天8小时,2.80E-05,8.40E-05
2018/7/13 20:00,XBTUSD,每天8小时,-0.000229,-0.000687
2018/7/14 4:00,XBTUSD,每天8小时,-0.00014,-0.00042
2018/7/14 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/14 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/15 4:00,XBTUSD,每天8小时,-0.000443,-0.001329
2018/7/15 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/15 20:00,XBTUSD,每天8小时,-0.00056,-0.00168
2018/7/16 4:00,XBTUSD,每天8小时,-0.000763,-0.002289
2018/7/16 12:00,XBTUSD,每天8小时,-0.000206,-0.000618
2018/7/16 20:00,XBTUSD,每天8小时,-0.000117,-0.000351
2018/7/17 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/17 12:00,XBTUSD,每天8小时,-2.40E-05,-7.20E-05
2018/7/17 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/18 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/18 12:00,XBTUSD,每天8小时,0.000129,0.000387
2018/7/18 20:00,XBTUSD,每天8小时,0.000193,0.000579
2018/7/19 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/19 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/19 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/20 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/20 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/20 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/21 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/21 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/21 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/22 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/22 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/22 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/23 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/23 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/23 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/24 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/24 12:00,XBTUSD,每天8小时,-0.000167,-0.000501
2018/7/24 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/25 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/25 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/7/25 20:00,XBTUSD,每天8小时,0.000503,0.001509
2018/7/26 4:00,XBTUSD,每天8小时,0.000724,0.002172
2018/7/26 12:00,XBTUSD,每天8小时,0.000651,0.001953
2018/7/26 20:00,XBTUSD,每天8小时,0.000514,0.001542
2018/7/27 4:00,XBTUSD,每天8小时,0.000752,0.002256
2018/7/27 12:00,XBTUSD,每天8小时,0.000702,0.002106
2018/7/27 20:00,XBTUSD,每天8小时,0.000404,0.001212
2018/7/28 4:00,XBTUSD,每天8小时,0.000781,0.002343
2018/7/28 12:00,XBTUSD,每天8小时,0.000618,0.001854
2018/7/28 20:00,XBTUSD,每天8小时,0.000412,0.001236
2018/7/29 4:00,XBTUSD,每天8小时,0.000735,0.002205
2018/7/29 12:00,XBTUSD,每天8小时,0.000561,0.001683
2018/7/29 20:00,XBTUSD,每天8小时,0.000749,0.002247
2018/7/30 4:00,XBTUSD,每天8小时,0.000358,0.001074
2018/7/30 12:00,XBTUSD,每天8小时,0.000414,0.001242
2018/7/30 20:00,XBTUSD,每天8小时,0.001558,0.004674
2018/7/31 4:00,XBTUSD,每天8小时,0.000946,0.002838
2018/7/31 12:00,XBTUSD,每天8小时,0.000872,0.002616
2018/7/31 20:00,XBTUSD,每天8小时,0.000832,0.002496
2018/8/1 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/1 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/1 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/2 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/2 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/2 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/3 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/3 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/3 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/4 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/4 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/4 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/5 4:00,XBTUSD,每天8小时,-0.000483,-0.001449
2018/8/5 12:00,XBTUSD,每天8小时,-0.000245,-0.000735
2018/8/5 20:00,XBTUSD,每天8小时,-2.30E-05,-6.90E-05
2018/8/6 4:00,XBTUSD,每天8小时,-0.000157,-0.000471
2018/8/6 12:00,XBTUSD,每天8小时,-0.000395,-0.001185
2018/8/6 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/7 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/7 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/7 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/8 4:00,XBTUSD,每天8小时,-0.000289,-0.000867
2018/8/8 12:00,XBTUSD,每天8小时,-0.000558,-0.001674
2018/8/8 20:00,XBTUSD,每天8小时,-0.000561,-0.001683
2018/8/9 4:00,XBTUSD,每天8小时,-0.000971,-0.002913
2018/8/9 12:00,XBTUSD,每天8小时,-0.001114,-0.003342
2018/8/9 20:00,XBTUSD,每天8小时,-0.001016,-0.003048
2018/8/10 4:00,XBTUSD,每天8小时,-0.000579,-0.001737
2018/8/10 12:00,XBTUSD,每天8小时,-0.000706,-0.002118
2018/8/10 20:00,XBTUSD,每天8小时,-4.90E-05,-0.000147
2018/8/11 4:00,XBTUSD,每天8小时,-2.60E-05,-7.80E-05
2018/8/11 12:00,XBTUSD,每天8小时,-0.000965,-0.002895
2018/8/11 20:00,XBTUSD,每天8小时,-0.000736,-0.002208
2018/8/12 4:00,XBTUSD,每天8小时,-9.10E-05,-0.000273
2018/8/12 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/12 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/13 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/13 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/13 20:00,XBTUSD,每天8小时,-0.000268,-0.000804
2018/8/14 4:00,XBTUSD,每天8小时,1.50E-05,4.50E-05
2018/8/14 12:00,XBTUSD,每天8小时,-0.001131,-0.003393
2018/8/14 20:00,XBTUSD,每天8小时,-0.001328,-0.003984
2018/8/15 4:00,XBTUSD,每天8小时,-0.000344,-0.001032
2018/8/15 12:00,XBTUSD,每天8小时,-0.000316,-0.000948
2018/8/15 20:00,XBTUSD,每天8小时,-0.000732,-0.002196
2018/8/16 4:00,XBTUSD,每天8小时,-0.000441,-0.001323
2018/8/16 12:00,XBTUSD,每天8小时,-0.000309,-0.000927
2018/8/16 20:00,XBTUSD,每天8小时,-0.000397,-0.001191
2018/8/17 4:00,XBTUSD,每天8小时,-0.000188,-0.000564
2018/8/17 12:00,XBTUSD,每天8小时,-0.000566,-0.001698
2018/8/17 20:00,XBTUSD,每天8小时,-0.000258,-0.000774
2018/8/18 4:00,XBTUSD,每天8小时,-0.00019,-0.00057
2018/8/18 12:00,XBTUSD,每天8小时,-0.000547,-0.001641
2018/8/18 20:00,XBTUSD,每天8小时,-0.000704,-0.002112
2018/8/19 4:00,XBTUSD,每天8小时,-0.000771,-0.002313
2018/8/19 12:00,XBTUSD,每天8小时,-0.000627,-0.001881
2018/8/19 20:00,XBTUSD,每天8小时,-0.000607,-0.001821
2018/8/20 4:00,XBTUSD,每天8小时,-0.000588,-0.001764
2018/8/20 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/20 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/21 4:00,XBTUSD,每天8小时,6.00E-05,0.00018
2018/8/21 12:00,XBTUSD,每天8小时,-0.000621,-0.001863
2018/8/21 20:00,XBTUSD,每天8小时,-0.000561,-0.001683
2018/8/22 4:00,XBTUSD,每天8小时,-7.70E-05,-0.000231
2018/8/22 12:00,XBTUSD,每天8小时,-2.20E-05,-6.60E-05
2018/8/22 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/23 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/23 12:00,XBTUSD,每天8小时,-0.000759,-0.002277
2018/8/23 20:00,XBTUSD,每天8小时,-0.000446,-0.001338
2018/8/24 4:00,XBTUSD,每天8小时,-0.000137,-0.000411
2018/8/24 12:00,XBTUSD,每天8小时,-0.000161,-0.000483
2018/8/24 20:00,XBTUSD,每天8小时,-0.000462,-0.001386
2018/8/25 4:00,XBTUSD,每天8小时,-0.00048,-0.00144
2018/8/25 12:00,XBTUSD,每天8小时,-3.50E-05,-0.000105
2018/8/25 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/26 4:00,XBTUSD,每天8小时,7.90E-05,0.000237
2018/8/26 12:00,XBTUSD,每天8小时,4.50E-05,0.000135
2018/8/26 20:00,XBTUSD,每天8小时,6.00E-06,1.80E-05
2018/8/27 4:00,XBTUSD,每天8小时,-0.00027,-0.00081
2018/8/27 12:00,XBTUSD,每天8小时,-0.000152,-0.000456
2018/8/27 20:00,XBTUSD,每天8小时,-2.10E-05,-6.30E-05
2018/8/28 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/28 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/28 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/29 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/29 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/29 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/30 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/30 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/30 20:00,XBTUSD,每天8小时,0.000116,0.000348
2018/8/31 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/31 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/8/31 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/1 4:00,XBTUSD,每天8小时,0.000122,0.000366
2018/9/1 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/1 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/2 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/2 12:00,XBTUSD,每天8小时,0.000313,0.000939
2018/9/2 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/3 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/3 12:00,XBTUSD,每天8小时,0.0001,0.0003
