时间,合约,Funding Internal,Funding Rate,Funding Rate Daily
2018/9/3 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/4 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/4 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/4 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/5 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/5 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/5 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/6 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/6 12:00,XBTUSD,每天8小时,-0.000227,-0.000681
2018/9/6 20:00,XBTUSD,每天8小时,-0.00085,-0.00255
2018/9/7 4:00,XBTUSD,每天8小时,-0.000146,-0.000438
2018/9/7 12:00,XBTUSD,每天8小时,-0.000371,-0.001113
2018/9/7 20:00,XBTUSD,每天8小时,-0.000633,-0.001899
2018/9/8 4:00,XBTUSD,每天8小时,-0.000101,-0.000303
2018/9/8 12:00,XBTUSD,每天8小时,-4.20E-05,-0.000126
2018/9/8 20:00,XBTUSD,每天8小时,-0.000349,-0.001047
2018/9/9 4:00,XBTUSD,每天8小时,-5.30E-05,-0.000159
2018/9/9 12:00,XBTUSD,每天8小时,-0.000281,-0.000843
2018/9/9 20:00,XBTUSD,每天8小时,-0.000545,-0.001635
2018/9/10 4:00,XBTUSD,每天8小时,-0.000834,-0.002502
2018/9/10 12:00,XBTUSD,每天8小时,-0.000358,-0.001074
2018/9/10 20:00,XBTUSD,每天8小时,-0.000589,-0.001767
2018/9/11 4:00,XBTUSD,每天8小时,-0.000402,-0.001206
2018/9/11 12:00,XBTUSD,每天8小时,-8.20E-05,-0.000246
2018/9/11 20:00,XBTUSD,每天8小时,-0.000203,-0.000609
2018/9/12 4:00,XBTUSD,每天8小时,-0.000467,-0.001401
2018/9/12 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/12 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/13 4:00,XBTUSD,每天8小时,-1.10E-05,-3.30E-05
2018/9/13 12:00,XBTUSD,每天8小时,-0.000263,-0.000789
2018/9/13 20:00,XBTUSD,每天8小时,-0.0007,-0.0021
2018/9/14 4:00,XBTUSD,每天8小时,-0.000968,-0.002904
2018/9/14 12:00,XBTUSD,每天8小时,-0.000377,-0.001131
2018/9/14 20:00,XBTUSD,每天8小时,-0.000341,-0.001023
2018/9/15 4:00,XBTUSD,每天8小时,-0.000384,-0.001152
2018/9/15 12:00,XBTUSD,每天8小时,-0.000514,-0.001542
2018/9/15 20:00,XBTUSD,每天8小时,-0.000565,-0.001695
2018/9/16 4:00,XBTUSD,每天8小时,-0.000474,-0.001422
2018/9/16 12:00,XBTUSD,每天8小时,-9.00E-05,-0.00027
2018/9/16 20:00,XBTUSD,每天8小时,-2.80E-05,-8.40E-05
2018/9/17 4:00,XBTUSD,每天8小时,-3.20E-05,-9.60E-05
2018/9/17 12:00,XBTUSD,每天8小时,-0.000186,-0.000558
2018/9/17 20:00,XBTUSD,每天8小时,7.90E-05,0.000237
2018/9/18 4:00,XBTUSD,每天8小时,3.00E-06,9.00E-06
2018/9/18 12:00,XBTUSD,每天8小时,-8.50E-05,-0.000255
2018/9/18 20:00,XBTUSD,每天8小时,-0.000209,-0.000627
2018/9/19 4:00,XBTUSD,每天8小时,-8.30E-05,-0.000249
2018/9/19 12:00,XBTUSD,每天8小时,-2.00E-05,-6.00E-05
2018/9/19 20:00,XBTUSD,每天8小时,5.50E-05,0.000165
2018/9/20 4:00,XBTUSD,每天8小时,5.70E-05,0.000171
2018/9/20 12:00,XBTUSD,每天8小时,-0.000221,-0.000663
2018/9/20 20:00,XBTUSD,每天8小时,5.00E-06,1.50E-05
2018/9/21 4:00,XBTUSD,每天8小时,-0.000106,-0.000318
2018/9/21 12:00,XBTUSD,每天8小时,-0.000558,-0.001674
2018/9/21 20:00,XBTUSD,每天8小时,-0.000158,-0.000474
2018/9/22 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/22 12:00,XBTUSD,每天8小时,2.00E-05,6.00E-05
2018/9/22 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/23 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/23 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/23 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/24 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/24 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/24 20:00,XBTUSD,每天8小时,0.000111,0.000333
2018/9/25 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/25 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/25 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/26 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/26 12:00,XBTUSD,每天8小时,7.60E-05,0.000228
2018/9/26 20:00,XBTUSD,每天8小时,-0.000222,-0.000666
2018/9/27 4:00,XBTUSD,每天8小时,-8.10E-05,-0.000243
2018/9/27 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/27 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/28 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/28 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/28 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/29 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/29 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/29 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/30 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/30 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/9/30 20:00,XBTUSD,每天8小时,0.000159,0.000477
2018/10/1 4:00,XBTUSD,每天8小时,0.000327,0.000981
2018/10/1 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/1 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/2 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/2 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/2 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/3 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/3 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/3 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/4 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/4 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/4 20:00,XBTUSD,每天8小时,0.000302,0.000906
2018/10/5 4:00,XBTUSD,每天8小时,0.000238,0.000714
2018/10/5 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/5 20:00,XBTUSD,每天8小时,0.000295,0.000885
2018/10/6 4:00,XBTUSD,每天8小时,0.000544,0.001632
2018/10/6 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/6 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/7 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/7 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/7 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/8 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/8 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/8 20:00,XBTUSD,每天8小时,0.000313,0.000939
2018/10/9 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/9 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/9 20:00,XBTUSD,每天8小时,0.000477,0.001431
2018/10/10 4:00,XBTUSD,每天8小时,0.000442,0.001326
2018/10/10 12:00,XBTUSD,每天8小时,0.000245,0.000735
2018/10/10 20:00,XBTUSD,每天8小时,0.000342,0.001026
2018/10/11 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/11 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/11 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/12 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/12 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/12 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/13 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/13 12:00,XBTUSD,每天8小时,-1.90E-05,-5.70E-05
2018/10/13 20:00,XBTUSD,每天8小时,-0.000622,-0.001866
2018/10/14 4:00,XBTUSD,每天8小时,-0.000263,-0.000789
2018/10/14 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/14 20:00,XBTUSD,每天8小时,-0.000149,-0.000447
2018/10/15 4:00,XBTUSD,每天8小时,-0.000209,-0.000627
2018/10/15 12:00,XBTUSD,每天8小时,-0.000185,-0.000555
2018/10/15 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/16 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/16 12:00,XBTUSD,每天8小时,-2.10E-05,-6.30E-05
2018/10/16 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/17 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/17 12:00,XBTUSD,每天8小时,-4.90E-05,-0.000147
2018/10/17 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/18 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/18 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/18 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/19 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/19 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/19 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/20 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/20 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/20 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/21 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/21 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/21 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/22 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/22 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/22 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/23 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/23 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/23 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/24 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/24 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/24 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/25 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/25 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/25 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/26 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/26 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/26 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/27 4:00,XBTUSD,每天8小时,0.000188,0.000564
2018/10/27 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/27 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/28 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/28 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/28 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/29 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/29 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/29 20:00,XBTUSD,每天8小时,0.000762,0.002286
2018/10/30 4:00,XBTUSD,每天8小时,0.000426,0.001278
2018/10/30 12:00,XBTUSD,每天8小时,0.000133,0.000399
2018/10/30 20:00,XBTUSD,每天8小时,0.00036,0.00108
2018/10/31 4:00,XBTUSD,每天8小时,0.00049,0.00147
2018/10/31 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/10/31 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/1 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/1 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/1 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/2 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/2 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/2 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/3 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/3 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/3 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/4 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/4 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/4 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/5 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/5 12:00,XBTUSD,每天8小时,0.000107,0.000321
2018/11/5 20:00,XBTUSD,每天8小时,0.000656,0.001968
2018/11/6 4:00,XBTUSD,每天8小时,0.0005,0.0015
2018/11/6 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/6 20:00,XBTUSD,每天8小时,0.000495,0.001485
2018/11/7 4:00,XBTUSD,每天8小时,0.000166,0.000498
2018/11/7 12:00,XBTUSD,每天8小时,0.000176,0.000528
2018/11/7 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/8 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/8 12:00,XBTUSD,每天8小时,0.000668,0.002004
2018/11/8 20:00,XBTUSD,每天8小时,0.001052,0.003156
2018/11/9 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/9 12:00,XBTUSD,每天8小时,0.000641,0.001923
2018/11/9 20:00,XBTUSD,每天8小时,0.001058,0.003174
2018/11/10 4:00,XBTUSD,每天8小时,0.000358,0.001074
2018/11/10 12:00,XBTUSD,每天8小时,0.000379,0.001137
2018/11/10 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/11 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/11 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/11 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/12 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/12 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/12 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/13 4:00,XBTUSD,每天8小时,0.000484,0.001452
2018/11/13 12:00,XBTUSD,每天8小时,0.000974,0.002922
2018/11/13 20:00,XBTUSD,每天8小时,0.000358,0.001074
2018/11/14 4:00,XBTUSD,每天8小时,0.000598,0.001794
2018/11/14 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/14 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/15 4:00,XBTUSD,每天8小时,-0.002224,-0.006672
2018/11/15 12:00,XBTUSD,每天8小时,-0.00272,-0.00816
2018/11/15 20:00,XBTUSD,每天8小时,-0.000372,-0.001116
2018/11/16 4:00,XBTUSD,每天8小时,-0.000866,-0.002598
2018/11/16 12:00,XBTUSD,每天8小时,-0.000459,-0.001377
2018/11/16 20:00,XBTUSD,每天8小时,-0.000885,-0.002655
2018/11/17 4:00,XBTUSD,每天8小时,-0.000263,-0.000789
2018/11/17 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/17 20:00,XBTUSD,每天8小时,9.80E-05,0.000294
2018/11/18 4:00,XBTUSD,每天8小时,-9.70E-05,-0.000291
2018/11/18 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/18 20:00,XBTUSD,每天8小时,2.90E-05,8.70E-05
2018/11/19 4:00,XBTUSD,每天8小时,-0.000223,-0.000669
2018/11/19 12:00,XBTUSD,每天8小时,-4.60E-05,-0.000138
2018/11/19 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/20 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/20 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/20 20:00,XBTUSD,每天8小时,-0.00124,-0.00372
2018/11/21 4:00,XBTUSD,每天8小时,-0.000619,-0.001857
2018/11/21 12:00,XBTUSD,每天8小时,-0.000677,-0.002031
2018/11/21 20:00,XBTUSD,每天8小时,-0.000657,-0.001971
2018/11/22 4:00,XBTUSD,每天8小时,-0.000178,-0.000534
2018/11/22 12:00,XBTUSD,每天8小时,-0.000823,-0.002469
2018/11/22 20:00,XBTUSD,每天8小时,-0.000672,-0.002016
2018/11/23 4:00,XBTUSD,每天8小时,-0.000463,-0.001389
2018/11/23 12:00,XBTUSD,每天8小时,-0.000689,-0.002067
2018/11/23 20:00,XBTUSD,每天8小时,-0.000461,-0.001383
2018/11/24 4:00,XBTUSD,每天8小时,7.90E-05,0.000237
2018/11/24 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/24 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/11/25 4:00,XBTUSD,每天8小时,2.30E-05,6.90E-05
2018/11/25 12:00,XBTUSD,每天8小时,-0.002425,-0.007275
2018/11/25 20:00,XBTUSD,每天8小时,-0.001489,-0.004467
2018/11/26 4:00,XBTUSD,每天8小时,-0.000125,-0.000375
2018/11/26 12:00,XBTUSD,每天8小时,-0.000493,-0.001479
2018/11/26 20:00,XBTUSD,每天8小时,-0.000953,-0.002859
2018/11/27 4:00,XBTUSD,每天8小时,-0.000961,-0.002883
2018/11/27 12:00,XBTUSD,每天8小时,-0.002127,-0.006381
2018/11/27 20:00,XBTUSD,每天8小时,-0.00141,-0.00423
2018/11/28 4:00,XBTUSD,每天8小时,-0.00115,-0.00345
2018/11/28 12:00,XBTUSD,每天8小时,-0.00101,-0.00303
2018/11/28 20:00,XBTUSD,每天8小时,-0.000547,-0.001641
2018/11/29 4:00,XBTUSD,每天8小时,-0.002686,-0.008058
2018/11/29 12:00,XBTUSD,每天8小时,-0.001509,-0.004527
2018/11/29 20:00,XBTUSD,每天8小时,-0.000269,-0.000807
2018/11/30 4:00,XBTUSD,每天8小时,-0.001271,-0.003813
2018/11/30 12:00,XBTUSD,每天8小时,-0.000596,-0.001788
2018/11/30 20:00,XBTUSD,每天8小时,-0.000786,-0.002358
2018/12/1 4:00,XBTUSD,每天8小时,-0.001742,-0.005226
2018/12/1 12:00,XBTUSD,每天8小时,-0.001106,-0.003318
2018/12/1 20:00,XBTUSD,每天8小时,-0.000471,-0.001413
2018/12/2 4:00,XBTUSD,每天8小时,0.0001,0.0003
2018/12/2 12:00,XBTUSD,每天8小时,-2.20E-05,-6.60E-05
2018/12/2 20:00,XBTUSD,每天8小时,-0.000692,-0.002076
2018/12/3 4:00,XBTUSD,每天8小时,-0.000715,-0.002145
2018/12/3 12:00,XBTUSD,每天8小时,-0.000914,-0.002742
2018/12/3 20:00,XBTUSD,每天8小时,-0.000809,-0.002427
2018/12/4 4:00,XBTUSD,每天8小时,-0.000996,-0.002988
2018/12/4 12:00,XBTUSD,每天8小时,-0.001038,-0.003114
2018/12/4 20:00,XBTUSD,每天8小时,-0.000592,-0.001776
2018/12/5 4:00,XBTUSD,每天8小时,-0.000352,-0.001056
2018/12/5 12:00,XBTUSD,每天8小时,-5.60E-05,-0.000168
2018/12/5 20:00,XBTUSD,每天8小时,-0.00013,-0.00039
2018/12/6 4:00,XBTUSD,每天8小时,-0.000488,-0.001464
2018/12/6 12:00,XBTUSD,每天8小时,-0.000621,-0.001863
2018/12/6 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/12/7 4:00,XBTUSD,每天8小时,-0.000221,-0.000663
2018/12/7 12:00,XBTUSD,每天8小时,-0.001318,-0.003954
2018/12/7 20:00,XBTUSD,每天8小时,-0.001577,-0.004731
2018/12/8 4:00,XBTUSD,每天8小时,-0.001344,-0.004032
2018/12/8 12:00,XBTUSD,每天8小时,-0.001741,-0.005223
2018/12/8 20:00,XBTUSD,每天8小时,-0.000606,-0.001818
2018/12/9 4:00,XBTUSD,每天8小时,-5.70E-05,-0.000171
2018/12/9 12:00,XBTUSD,每天8小时,-0.000296,-0.000888
2018/12/9 20:00,XBTUSD,每天8小时,-5.30E-05,-0.000159
2018/12/10 4:00,XBTUSD,每天8小时,-0.000518,-0.001554
2018/12/10 12:00,XBTUSD,每天8小时,-0.000605,-0.001815
2018/12/10 20:00,XBTUSD,每天8小时,-4.00E-05,-0.00012
2018/12/11 4:00,XBTUSD,每天8小时,7.50E-05,0.000225
2018/12/11 12:00,XBTUSD,每天8小时,-1.00E-05,-3.00E-05
2018/12/11 20:00,XBTUSD,每天8小时,-0.000115,-0.000345
2018/12/12 4:00,XBTUSD,每天8小时,-0.000504,-0.001512
2018/12/12 12:00,XBTUSD,每天8小时,-0.000485,-0.001455
2018/12/12 20:00,XBTUSD,每天8小时,-0.000233,-0.000699
2018/12/13 4:00,XBTUSD,每天8小时,-0.000252,-0.000756
2018/12/13 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/12/13 20:00,XBTUSD,每天8小时,6.40E-05,0.000192
2018/12/14 4:00,XBTUSD,每天8小时,-7.90E-05,-0.000237
2018/12/14 12:00,XBTUSD,每天8小时,-0.00093,-0.00279
2018/12/14 20:00,XBTUSD,每天8小时,-0.000636,-0.001908
2018/12/15 4:00,XBTUSD,每天8小时,-0.000297,-0.000891
2018/12/15 12:00,XBTUSD,每天8小时,6.90E-05,0.000207
2018/12/15 20:00,XBTUSD,每天8小时,-0.000481,-0.001443
2018/12/16 4:00,XBTUSD,每天8小时,-0.000356,-0.001068
2018/12/16 12:00,XBTUSD,每天8小时,7.40E-05,0.000222
2018/12/16 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/12/17 4:00,XBTUSD,每天8小时,-8.70E-05,-0.000261
2018/12/17 12:00,XBTUSD,每天8小时,-0.000294,-0.000882
2018/12/17 20:00,XBTUSD,每天8小时,-0.000472,-0.001416
2018/12/18 4:00,XBTUSD,每天8小时,-0.000695,-0.002085
2018/12/18 12:00,XBTUSD,每天8小时,-0.000148,-0.000444
2018/12/18 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/12/19 4:00,XBTUSD,每天8小时,-0.000747,-0.002241
2018/12/19 12:00,XBTUSD,每天8小时,-0.001182,-0.003546
2018/12/19 20:00,XBTUSD,每天8小时,-0.000628,-0.001884
2018/12/20 4:00,XBTUSD,每天8小时,-0.001504,-0.004512
2018/12/20 12:00,XBTUSD,每天8小时,-0.000964,-0.002892
2018/12/20 20:00,XBTUSD,每天8小时,-0.000253,-0.000759
2018/12/21 4:00,XBTUSD,每天8小时,-0.000124,-0.000372
2018/12/21 12:00,XBTUSD,每天8小时,-0.000454,-0.001362
2018/12/21 20:00,XBTUSD,每天8小时,-0.00092,-0.00276
2018/12/22 4:00,XBTUSD,每天8小时,-0.000493,-0.001479
2018/12/22 12:00,XBTUSD,每天8小时,0.0001,0.0003
2018/12/22 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/12/23 4:00,XBTUSD,每天8小时,-0.000279,-0.000837
2018/12/23 12:00,XBTUSD,每天8小时,-4.20E-05,-0.000126
2018/12/23 20:00,XBTUSD,每天8小时,-0.000275,-0.000825
2018/12/24 4:00,XBTUSD,每天8小时,-0.000481,-0.001443
2018/12/24 12:00,XBTUSD,每天8小时,-0.000111,-0.000333
2018/12/24 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/12/25 4:00,XBTUSD,每天8小时,-0.000536,-0.001608
2018/12/25 12:00,XBTUSD,每天8小时,-0.000222,-0.000666
2018/12/25 20:00,XBTUSD,每天8小时,0.0001,0.0003
2018/12/26 4:00,XBTUSD,每天8小时,6.50E-05,0.000195
2018/12/26 12:00,XBTUSD,每天8小时,-0.000268,-0.000804
2018/12/26 20:00,XBTUSD,每天8小时,-5.90E-05,-0.000177
2018/12/27 4:00,XBTUSD,每天8小时,0.0001,0.0003
